Address,Latitude,Longitude
519 Sand St Ravenswood WV 26164,38.9482948,-81.7564263
519 Sand St Ravenswood WV 26164,38.9482948,-81.7564263
513 Flinn Ave Ravenswood WV 26164,38.9561869,-81.7618109
513 Flinn Ave Ravenswood WV 26164,38.9561869,-81.7618109
215 Ann St Ravenswood WV 26164,38.9498795,-81.7589418
215 Ann St Ravenswood WV 26164,38.9498795,-81.7589418
401 Utah Rd Ravenswood WV 26164,38.951789,-81.7460624
514 Washington St Ravenswood WV 26164,38.9536058,-81.7656631
682 Utah Rd Ravenswood WV 26164,38.9521999,-81.7410742
682 Utah Rd Ravenswood WV 26164,38.9521999,-81.7410742
514 Washington St Ravenswood WV 26164,38.9536058,-81.7656631
218 Walnut St Ravenswood WV 26164,38.9481206,-81.7605124
401 Hillcrest Dr Ravenswood WV 26164,38.9543015,-81.7526151
212 Broadway St Ravenswood WV 26164,38.9477929,-81.7631411
212 Broadway St Ravenswood WV 26164,38.9477929,-81.7631411
8 Sycamore Trailer Park Ravenswood WV 26164,38.9525506,-81.7427575
8 Sycamore Trailer Park Ravenswood WV 26164,38.9525506,-81.7427575
123 Race St Ravenswood WV 26164,38.947593,-81.7614852
318 Sand St Ravenswood WV 26164,38.9472404,-81.7586452
318 Sand St Ravenswood WV 26164,38.9472404,-81.7586452
119 Race St Ravenswood WV 26164,38.9618747,-81.7725865
119 Race St Ravenswood WV 26164,38.9618747,-81.7725865
130 Washington St Ravenswood WV 26164,38.9477812,-81.7611898
130 Washington St Ravenswood WV 26164,38.9477812,-81.7611898
209 Henrietta St Ravenswood WV 26164,38.9496643,-81.7578093
209 Henrietta St Ravenswood WV 26164,38.9496643,-81.7578093
406 Sand St Ravenswood WV 26164,38.9474646,-81.7576616
406 Sand St Ravenswood WV 26164,38.9474646,-81.7576616
602 Orchard Dr Ravenswood WV 26164,38.9552475,-81.7647515
602 Orchard Dr Ravenswood WV 26164,38.9552475,-81.7647515
21 Wedgewood Rd Ravenswood WV 26164,38.9528862,-81.7493372
225 Washington St Ravenswood WV 26164,38.9485561,-81.7612346
225 Washington St Ravenswood WV 26164,38.9485561,-81.7612346
220 Race St Ravenswood WV 26164,38.9483907,-81.762676
220 Race St Ravenswood WV 26164,38.9483907,-81.762676
410 Sand St Ravenswood WV 26164,38.9477226,-81.7576194
410 Sand St Ravenswood WV 26164,38.9477226,-81.7576194
304 Sand St Ravenswood WV 26164,38.9472892,-81.7592726
304 Sand St Ravenswood WV 26164,38.9472892,-81.7592726
312 Sand St Ravenswood WV 26164,38.9473966,-81.7586925
609 Orchard Dr Ravenswood WV 26164,38.9562525,-81.7651337
609 Orchard Dr Ravenswood WV 26164,38.9562525,-81.7651337
301 Mulberry St Ravenswood WV 26164,38.9494553,-81.7603939
301 Mulberry St Ravenswood WV 26164,38.9494553,-81.7603939
106 Ann St Ravenswood WV 26164,38.9620596,-81.7695285
704 Orchard Dr Ravenswood WV 26164,38.9570693,-81.7665567
704 Orchard Dr Ravenswood WV 26164,38.9570693,-81.7665567
696 Utah Rd Ravenswood WV 26164,38.9522448,-81.7408078
696 Utah Rd Ravenswood WV 26164,38.9522448,-81.7408078
217 Ann St Ravenswood WV 26164,38.950037,-81.7592575
217 Ann St Ravenswood WV 26164,38.950037,-81.7592575
208 Walnut St Ravenswood WV 26164,38.9479845,-81.7607566
25 Stable Ln Ravenswood WV 26164,38.9519327,-81.7450092
108 Henry St Ravenswood WV 26164,38.9625145,-81.7671602
512 Long Ave Ravenswood WV 26164,38.9571621,-81.7628584
512 Long Ave Ravenswood WV 26164,38.9571621,-81.7628584
1512 Road Fork Run Rd Ravenswood WV 26164,39.005468,-81.7358776
504 Sand St Ravenswood WV 26164,38.9478725,-81.7569459
504 Sand St Ravenswood WV 26164,38.9478725,-81.7569459
222 Washington St Ravenswood WV 26164,38.9484025,-81.7614859
222 Washington St Ravenswood WV 26164,38.9484025,-81.7614859
222 Mulberry St Ravenswood WV 26164,38.9489307,-81.7608505
2181 Meathouse Fork Rd Ravenswood WV 26164,39.0120726,-81.6872698
428 Harpold Ave Ravenswood WV 26164,38.9569572,-81.760507
606 Orchard Dr Ravenswood WV 26164,38.9554949,-81.765003
428 Harpold Ave Ravenswood WV 26164,38.9569572,-81.760507
616 Orchard Dr Ravenswood WV 26164,38.9561469,-81.7656388
208 Walnut St Ravenswood WV 26164,38.9479845,-81.7607566
101 Mulberry St Ravenswood WV 26164,38.9488001,-81.7624834
664 Utah Rd Ravenswood WV 26164,38.9521338,-81.7413696
108 Henry St Ravenswood WV 26164,38.9625145,-81.7671602
664 Utah Rd Ravenswood WV 26164,38.9521338,-81.7413696
616 Orchard Dr Ravenswood WV 26164,38.9561469,-81.7656388
230 Washington St Ravenswood WV 26164,38.9485281,-81.7615714
205 Ann St Ravenswood WV 26164,38.9491327,-81.7588898
501 Flinn Ave Ravenswood WV 26164,38.9559685,-81.7624364
240 Washington St Ravenswood WV 26164,38.9487746,-81.7616784
240 Washington St Ravenswood WV 26164,38.9487746,-81.7616784
101 Mulberry St Ravenswood WV 26164,38.9488001,-81.7624834
501 Flinn Ave Ravenswood WV 26164,38.9559685,-81.7624364
300 Sand St Ravenswood WV 26164,38.9472251,-81.7595361
300 Sand St Ravenswood WV 26164,38.9472251,-81.7595361
607 Orchard Dr Ravenswood WV 26164,38.9561279,-81.7650066
215 Race St Ravenswood WV 26164,38.9482662,-81.7620003
331 Virginia St Ravenswood WV 26164,38.9508905,-81.7609467
205 Ann St Ravenswood WV 26164,38.9491327,-81.7588898
713 Orchard Dr Ravenswood WV 26164,38.9579598,-81.7667517
713 Orchard Dr Ravenswood WV 26164,38.9579598,-81.7667517
18 Deerborn Dr Ravenswood WV 26164,38.952204,-81.7441122
18 Deerborn Dr Ravenswood WV 26164,38.952204,-81.7441122
607 Orchard Dr Ravenswood WV 26164,38.9561279,-81.7650066
702 Orchard Dr Ravenswood WV 26164,38.9569368,-81.7664179
208 Broadway St Ravenswood WV 26164,38.9477349,-81.762968
115 Water St Ravenswood WV 26164,38.9468483,-81.7631949
33 Utah Ln Ravenswood WV 26164,38.9525042,-81.7423675
78 Utah Ln Ravenswood WV 26164,38.9529992,-81.7423899
36 Utah Ln Ravenswood WV 26164,38.952617,-81.7421027
405 Walnut St Ravenswood WV 26164,38.94894,-81.7585021
115 Water St Ravenswood WV 26164,38.9468483,-81.7631949
710 Orchard Dr Ravenswood WV 26164,38.9574507,-81.7669453
202 Henrietta St Ravenswood WV 26164,38.9491717,-81.7580925
202 Henrietta St Ravenswood WV 26164,38.9491717,-81.7580925
109 Henrietta St Ravenswood WV 26164,38.9623497,-81.7678987
254 Washington St Ravenswood WV 26164,38.9490995,-81.7619564
254 Washington St Ravenswood WV 26164,38.9490995,-81.7619564
80 Utah Ln Ravenswood WV 26164,38.9530739,-81.7423974
302 Elwood St Ravenswood WV 26164,38.9581331,-81.7676118
132 Utah Ln Ravenswood WV 26164,38.9538271,-81.7424438
170 Utah Ln Ravenswood WV 26164,38.9543387,-81.7426709
153 Utah Ln Ravenswood WV 26164,38.9541037,-81.7429671
15 Sycamore Trailer Park Ravenswood WV 26164,38.9532574,-81.7434353
15 Sycamore Trailer Park Ravenswood WV 26164,38.9532574,-81.7434353
151 Wedgewood Rd Ravenswood WV 26164,38.9523468,-81.7477404
110 Henrietta St Ravenswood WV 26164,38.9623413,-81.7683484
220 Broadway St Ravenswood WV 26164,38.9480266,-81.7634386
138 Washington St Ravenswood WV 26164,38.9479806,-81.7612916
505 Flinn Ave Ravenswood WV 26164,38.9560585,-81.7622323
505 Flinn Ave Ravenswood WV 26164,38.9560585,-81.7622323
605 Orchard Dr Ravenswood WV 26164,38.9560014,-81.764872
605 Orchard Dr Ravenswood WV 26164,38.9560014,-81.764872
213 Walnut St Ravenswood WV 26164,38.9482591,-81.7608386
151 Wedgewood Rd Ravenswood WV 26164,38.9523468,-81.7477404
622 Orchard Dr Ravenswood WV 26164,38.9565341,-81.7660352
25 Stable Ln Ravenswood WV 26164,38.9519327,-81.7450092
359 Utah Rd Ravenswood WV 26164,38.9518977,-81.7468289
359 Utah Rd Ravenswood WV 26164,38.9518977,-81.7468289
631 Flinn Ave Ravenswood WV 26164,38.9566544,-81.760193
631 Flinn Ave Ravenswood WV 26164,38.9566544,-81.760193
1512 Road Fork Run Rd Ravenswood WV 26164,39.005468,-81.7358776
402 Sand St Ravenswood WV 26164,38.9476329,-81.758107
505 Sand St Ravenswood WV 26164,38.948174,-81.7570121
505 Sand St Ravenswood WV 26164,38.948174,-81.7570121
2181 Meathouse Fork Rd Ravenswood WV 26164,39.0120726,-81.6872698
205 Virginia St Ravenswood WV 26164,38.9488687,-81.7599703
289 Ohio River Hill Rd Ravenswood WV 26164,39.0737352,-81.7811815
205 Virginia St Ravenswood WV 26164,38.9488687,-81.7599703
16 Briarwood Dr Ravenswood WV 26164,38.9517181,-81.7455267
330 Utah Rd Ravenswood WV 26164,38.9516235,-81.747432
330 Utah Rd Ravenswood WV 26164,38.9516235,-81.747432
415 Harpold Ave Ravenswood WV 26164,38.9569482,-81.7622988
415 Harpold Ave Ravenswood WV 26164,38.9569482,-81.7622988
205 Race St Ravenswood WV 26164,38.9480652,-81.7618552
205 Race St Ravenswood WV 26164,38.9480652,-81.7618552
695 Utah Rd Ravenswood WV 26164,38.9525387,-81.7408954
695 Utah Rd Ravenswood WV 26164,38.9525387,-81.7408954
400 Mulberry St Ravenswood WV 26164,38.9494045,-81.7590413
421 Harpold Ave Ravenswood WV 26164,38.957075,-81.7616617
602 Ashton St Ravenswood WV 26164,38.9471307,-81.7558095
19 Stable Ln Ravenswood WV 26164,38.9518813,-81.7446246
19 Stable Ln Ravenswood WV 26164,38.9518813,-81.7446246
511 Sand St Ravenswood WV 26164,38.9482665,-81.7567615
421 Harpold Ave Ravenswood WV 26164,38.957075,-81.7616617
621 Flinn Ave Ravenswood WV 26164,38.9563594,-81.7611994
621 Flinn Ave Ravenswood WV 26164,38.9563594,-81.7611994
232 Sycamore St Ravenswood WV 26164,38.9494778,-81.7610287
232 Sycamore St Ravenswood WV 26164,38.9494778,-81.7610287
517 Harpold Ave Ravenswood WV 26164,38.9569715,-81.7620714
240 Virginia St Ravenswood WV 26164,38.9492563,-81.7607924
102 Henrietta St Ravenswood WV 26164,38.948214,-81.7577241
514 Long Ave Ravenswood WV 26164,38.9572162,-81.7626364
316 Mulberry St Ravenswood WV 26164,38.9492966,-81.7594052
2563 Murraysville Rd Ravenswood WV 26164,39.0788673,-81.8065887
115 Broadway St Ravenswood WV 26164,38.9470754,-81.7623236
115 Broadway St Ravenswood WV 26164,38.9470754,-81.7623236
517 Harpold Ave Ravenswood WV 26164,38.9569715,-81.7620714
232 Washington St Ravenswood WV 26164,38.9487958,-81.7612919
316 Mulberry St Ravenswood WV 26164,38.9492966,-81.7594052
232 Washington St Ravenswood WV 26164,38.9487958,-81.7612919
1169 Murraysville Rd Ravenswood WV 26164,39.0593757,-81.8032851
105 Ann St Ravenswood WV 26164,38.9619246,-81.7689738
110 Henry St Ravenswood WV 26164,38.9626869,-81.7672171
508 Washington St Ravenswood WV 26164,38.9527845,-81.7648863
508 Washington St Ravenswood WV 26164,38.9527845,-81.7648863
331 Virginia St Ravenswood WV 26164,38.9508905,-81.7609467
508 Sand St Ravenswood WV 26164,38.9479023,-81.7566428
511 Harpold Ave Ravenswood WV 26164,38.9568139,-81.7626981
105 Ann St Ravenswood WV 26164,38.9619246,-81.7689738
2867 Meathouse Fork Rd Ravenswood WV 26164,39.0127711,-81.6739271
511 Harpold Ave Ravenswood WV 26164,38.9568139,-81.7626981
588 Utah Rd Ravenswood WV 26164,38.9518511,-81.7426726
206 Henrietta St Ravenswood WV 26164,38.9494482,-81.7581682
208 Broadway St Ravenswood WV 26164,38.9477349,-81.762968
110 Henry St Ravenswood WV 26164,38.9626869,-81.7672171
214 Race St Ravenswood WV 26164,38.9482451,-81.7625465
200 Washington St Ravenswood WV 26164,38.948106,-81.7613053
214 Race St Ravenswood WV 26164,38.9482451,-81.7625465
33 Utah Ln Ravenswood WV 26164,38.9525042,-81.7423675
78 Utah Ln Ravenswood WV 26164,38.9529992,-81.7423899
36 Utah Ln Ravenswood WV 26164,38.952617,-81.7421027
209 Water St Ravenswood WV 26164,38.9472817,-81.7636668
237 Race St Ravenswood WV 26164,38.9485764,-81.7623162
206 Henrietta St Ravenswood WV 26164,38.9494482,-81.7581682
620 Long Ave Ravenswood WV 26164,38.9573565,-81.7620044
209 Water St Ravenswood WV 26164,38.9472817,-81.7636668
620 Long Ave Ravenswood WV 26164,38.9573565,-81.7620044
588 Utah Rd Ravenswood WV 26164,38.9518511,-81.7426726
80 Utah Ln Ravenswood WV 26164,38.9530739,-81.7423974
237 Race St Ravenswood WV 26164,38.9485764,-81.7623162
216 Walnut St Ravenswood WV 26164,38.9481106,-81.76055
216 Walnut St Ravenswood WV 26164,38.9481106,-81.76055
150 Black Berry Ln Ravenswood WV 26164,39.0353239,-81.7671574
828 Meathouse Fork Rd Ravenswood WV 26164,38.9943055,-81.7020928
601 Orchard Dr Ravenswood WV 26164,38.955665,-81.7645431
300 Sycamore St Ravenswood WV 26164,38.9496338,-81.7605218
616 Utah Rd Ravenswood WV 26164,38.9519853,-81.742208
710 Utah Rd Ravenswood WV 26164,38.952305,-81.7405343
234 Washington St Ravenswood WV 26164,38.9485807,-81.7615753
508 Harpold Ave Ravenswood WV 26164,38.9563902,-81.7625811
507 Sycamore St Ravenswood WV 26164,38.9508901,-81.75767
513 Washington St Ravenswood WV 26164,38.9538205,-81.7649059
513 Washington St Ravenswood WV 26164,38.9538205,-81.7649059
624 Long Ave Ravenswood WV 26164,38.9574774,-81.7615781
513 Harpold Ave Ravenswood WV 26164,38.9568926,-81.762506
104 Henry St Ravenswood WV 26164,38.9485691,-81.7565216
601 Orchard Dr Ravenswood WV 26164,38.955665,-81.7645431
228 Washington St Ravenswood WV 26164,38.9484999,-81.7616147
665 Utah Rd Ravenswood WV 26164,38.9524645,-81.7414685
600 Ashton St Ravenswood WV 26164,38.9472717,-81.7564677
710 Utah Rd Ravenswood WV 26164,38.952305,-81.7405343
1 Hillcrest Dr Ravenswood WV 26164,38.9581512,-81.754893
611 Orchard Dr Ravenswood WV 26164,38.9564114,-81.7652762
507 Sycamore St Ravenswood WV 26164,38.9508901,-81.75767
620 Orchard Dr Ravenswood WV 26164,38.9564134,-81.7658983
620 Orchard Dr Ravenswood WV 26164,38.9564134,-81.7658983
626 Long Ave Ravenswood WV 26164,38.9575348,-81.7613831
333 Virginia St Ravenswood WV 26164,38.9511953,-81.7611088
513 Harpold Ave Ravenswood WV 26164,38.9568926,-81.762506
665 Utah Rd Ravenswood WV 26164,38.9524645,-81.7414685
620 Kaiser Ave Ravenswood WV 26164,38.9574595,-81.7604999
620 Kaiser Ave Ravenswood WV 26164,38.9574595,-81.7604999
431 Harpold Ave Ravenswood WV 26164,38.9573834,-81.7606503
132 Utah Ln Ravenswood WV 26164,38.9538271,-81.7424438
170 Utah Ln Ravenswood WV 26164,38.9543387,-81.7426709
153 Utah Ln Ravenswood WV 26164,38.9541037,-81.7429671
288 Utah Rd Ravenswood WV 26164,38.9517798,-81.7482362
510 Harpold Ave Ravenswood WV 26164,38.9564555,-81.7623767
288 Utah Rd Ravenswood WV 26164,38.9517798,-81.7482362
510 Harpold Ave Ravenswood WV 26164,38.9564555,-81.7623767
220 Broadway St Ravenswood WV 26164,38.9480266,-81.7634386
138 Washington St Ravenswood WV 26164,38.9479806,-81.7612916
29 Briarwood Dr Ravenswood WV 26164,38.9520135,-81.7458281
29 Briarwood Dr Ravenswood WV 26164,38.9520135,-81.7458281
241 Washington St Ravenswood WV 26164,38.9488622,-81.7613968
41 Utah Ln Ravenswood WV 26164,38.9527084,-81.7424939
41 Utah Ln Ravenswood WV 26164,38.9527084,-81.7424939
241 Washington St Ravenswood WV 26164,38.9488622,-81.7613968
315 Hillcrest Dr Ravenswood WV 26164,38.953915,-81.7524227
315 Hillcrest Dr Ravenswood WV 26164,38.953915,-81.7524227
208 Washington St Ravenswood WV 26164,38.9482611,-81.7613969
208 Washington St Ravenswood WV 26164,38.9482611,-81.7613969
15 Sand St Ravenswood WV 26164,38.9480844,-81.7575543
15 Sand St Ravenswood WV 26164,38.9480844,-81.7575543
149 Wedgewood Rd Ravenswood WV 26164,38.9525911,-81.7471748
601 Sand St Ravenswood WV 26164,38.9484083,-81.7559923
715 Orchard Dr Ravenswood WV 26164,38.9580763,-81.7669448
715 Orchard Dr Ravenswood WV 26164,38.9580763,-81.7669448
510 Long Ave Ravenswood WV 26164,38.9571173,-81.7630877
16 Sycamore Trailer Park Ravenswood WV 26164,38.9536264,-81.7434608
16 Sycamore Trailer Park Ravenswood WV 26164,38.9536264,-81.7434608
222 Sand St Ravenswood WV 26164,38.9472006,-81.7600551
222 Sand St Ravenswood WV 26164,38.9472006,-81.7600551
516 Harpold Ave Ravenswood WV 26164,38.9566084,-81.7617422
516 Harpold Ave Ravenswood WV 26164,38.9566084,-81.7617422
126 Virginia St Ravenswood WV 26164,38.947861,-81.7601373
126 Virginia St Ravenswood WV 26164,38.947861,-81.7601373
409 Sycamore St Ravenswood WV 26164,38.9506391,-81.7586958
409 Sycamore St Ravenswood WV 26164,38.9506391,-81.7586958
515 Washington St Ravenswood WV 26164,38.9542162,-81.7653078
515 Washington St Ravenswood WV 26164,38.9542162,-81.7653078
108 Henrietta St Ravenswood WV 26164,38.9484778,-81.7577764
210 Henry St Ravenswood WV 26164,38.9501391,-81.7572474
141 Wedgewood Rd Ravenswood WV 26164,38.952852,-81.7474319
508 Long Ave Ravenswood WV 26164,38.957088,-81.7633028
618 Long Ave Ravenswood WV 26164,38.957316,-81.7622389
618 Long Ave Ravenswood WV 26164,38.957316,-81.7622389
42 Utah Ln Ravenswood WV 26164,38.9527701,-81.7420831
42 Utah Ln Ravenswood WV 26164,38.9527701,-81.7420831
708 Orchard Dr Ravenswood WV 26164,38.9573293,-81.7668036
708 Orchard Dr Ravenswood WV 26164,38.9573293,-81.7668036
231 Little Utah Rd Ravenswood WV 26164,38.9496978,-81.7406854
231 Little Utah Rd Ravenswood WV 26164,38.9496978,-81.7406854
630 Long Ave Ravenswood WV 26164,38.9576786,-81.7609692
425 Harpold Ave Ravenswood WV 26164,38.9571784,-81.7612666
307 Walnut St Ravenswood WV 26164,38.948634,-81.7595476
412 Harpold Ave Ravenswood WV 26164,38.9565321,-81.7621723
711 Orchard Dr Ravenswood WV 26164,38.9578128,-81.7666958
255 Washington St Ravenswood WV 26164,38.9493339,-81.761445
200 Sand St Ravenswood WV 26164,38.9471397,-81.7603966
112 Henry St Ravenswood WV 26164,38.949038,-81.7566811
619 Flinn Ave Ravenswood WV 26164,38.9562943,-81.761399
209 Virginia St Ravenswood WV 26164,38.9490603,-81.7601156
506 Sand St Ravenswood WV 26164,38.9478951,-81.7568067
302 Sycamore St Ravenswood WV 26164,38.9497389,-81.760335
714 Orchard Dr Ravenswood WV 26164,38.957713,-81.7672218
202 Henry St Ravenswood WV 26164,38.9494858,-81.7570009
204 Race St Ravenswood WV 26164,38.947898,-81.7623303
107 Henrietta St Ravenswood WV 26164,38.9622188,-81.7677918
401 Utah Rd Ravenswood WV 26164,38.951789,-81.7460624
106 Ann St Ravenswood WV 26164,38.9620596,-81.7695285
606 Orchard Dr Ravenswood WV 26164,38.9554949,-81.765003
602 Ashton St Ravenswood WV 26164,38.9471307,-81.7558095
508 Harpold Ave Ravenswood WV 26164,38.9563902,-81.7625811
624 Long Ave Ravenswood WV 26164,38.9574774,-81.7615781
626 Long Ave Ravenswood WV 26164,38.9575348,-81.7613831
333 Virginia St Ravenswood WV 26164,38.9511953,-81.7611088
108 Henrietta St Ravenswood WV 26164,38.9484778,-81.7577764
141 Wedgewood Rd Ravenswood WV 26164,38.952852,-81.7474319
508 Long Ave Ravenswood WV 26164,38.957088,-81.7633028
5 Henry St Ravenswood WV 26164,38.9496444,-81.7564428
208 Henrietta St Ravenswood WV 26164,38.9495714,-81.7582706
505 Mulberry St Ravenswood WV 26164,38.9500442,-81.7577102
622 Long Ave Ravenswood WV 26164,38.9574216,-81.7618047
707 Orchard Dr Ravenswood WV 26164,38.9575647,-81.766384
302 Henry St Ravenswood WV 26164,38.9515906,-81.7578878
504 Mulberry St Ravenswood WV 26164,38.9497686,-81.7575294
235 Utah Rd Ravenswood WV 26164,38.9523783,-81.7485525
